,movie_name,imdb_id,cast,direction,production_companies,movie_budget,movie_revenue
166,Kick-Ass 2,tt1650554,"{'Aaron Taylor-Johnson': 'Dave Lizewski / Kick-Ass', 'Chloë Grace Moretz': 'Mindy Macready / Hit-Girl', 'Christopher Mintz-Plasse': ""Chris D'Amico / The Motherfucker"", 'Lyndsy Fonseca': 'Katie Deauxma', 'Jim Carrey': 'Sal Bertolinni / Colonel Stars and Stripes', 'Iain Glen': 'Uncle Ralph', 'Clark Duke': 'Marty Eisenberg / Battle Guy', 'Lindy Booth': 'Miranda Swedlow / Night Bitch', 'Morris Chestnut': 'Detective Marcus Williams', 'Donald Faison': 'Doctor Gravity', 'John Leguizamo': 'Javier', 'Augustus Prew': 'Todd Haynes / Ass Kicker', 'Robert Emms': 'Insect Man', 'Monica Dolan': ""Tommy's Mum"", 'Steven Mackintosh': ""Tommy's Dad"", 'Daniel Kaluuya': 'Black Death', 'Tom Wu': 'Genghis Carnage', 'Yancy Butler': ""Angie D'Amico"", 'Ella Purnell': 'Dolce', 'Benedict Wong': 'Mr. Kim', 'Enzo Cilenti': 'Lou', 'Katrina Durden': 'Red Fang (uncredited)', 'Christopher Cordell': 'Mother Russia Cop', 'Shane Daly': 'Mother Russia Cop', 'Martin Roach': 'Mother Russia Cop', 'Rob Archer': 'Convict #2', 'Jamie Andrew Cutler': 'Goggles', 'Alexis Rodney': 'Skinny (uncredited)', 'Parker Sawyers': 'Blast Hammer (uncredited)'}",['Jeff Wadlow'],"['Marv Films', 'Universal Pictures', 'dentsu', 'Plan B Entertainment']",28000000,60700000
168,Batman: Mask of the Phantasm,tt0106364,"{'Kevin Conroy': 'Bruce Wayne / Batman (voice)', 'Dana Delany': 'Andrea Beaumont (voice)', 'Hart Bochner': 'Arthur Reeves (voice)', 'Stacy Keach': 'Carl Beaumont / Phantasm (voice)', 'Abe Vigoda': 'Salvatore Valestra (voice)', 'Dick Miller': 'Charles ""Chuckie"" Sol (voice)', 'Efrem Zimbalist Jr.': 'Alfred Pennyworth (voice)', 'Bob Hastings': 'James Gordon (voice)', 'Robert Costanzo': 'Harvey Bullock (voice)', 'Mark Hamill': 'Jack Napier / The Joker (voice)', 'Vernee Watson-Johnson': 'Additional Voices (voice)', 'Ed Gilbert': 'Additional Voices (voice)', 'Jeff Bennett': 'Additional Voices (voice)', 'Charles Howerton': 'Additional Voices (voice)', 'Marilu Henner': 'Additional Voices (voice)', 'Neil Ross': 'Additional Voices (voice)', 'Arleen Sorkin': 'Mrs. Bambi (voice) (uncredited)'}","['Bruce Timm', 'Eric Radomski']",['Warner Bros. Family Entertainment'],6000000,5617391
170,Astro Boy,tt0375568,"{'Nicolas Cage': 'Dr. Tenma (voice)', 'Madeline Carroll': 'Widget (voice)', 'Freddie Highmore': 'Astro Boy (voice)', 'Kristen Bell': 'Cora (voice)', 'Donald Sutherland': 'General Stone (voice)', 'Bill Nighy': 'Dr. Elefun (voice)', 'Eugene Levy': 'Orrin (voice)', 'Nathan Lane': 'Ham Egg (voice)', 'Samuel L. Jackson': 'Zog (voice)', 'Charlize Theron': 'Narrator', 'David Alan Grier': 'Mr. Squirt / Math Cowboy / Boxer Robot', 'Alan Tudyk': 'Mr. Squeegee / Scrapheap Head / Stinger Two', 'Newell Alexander': 'General Heckler (voice)', 'Elle Fanning': 'Grace (voice)', 'Dee Bradley Baker': 'Trashcan (voice)', 'Moisés Arias': 'Zane (voice)', 'Ryan Stiles': 'Mr. Moustachio/Burning Robot (voice)', 'Matt Lucas': 'Sparx (voice)'}",['David Bowers'],"['Summit Entertainment', 'Imagi Animation Studios', 'Tezuka Productions']",10000000,19551067
171,Batman: The Killing Joke,tt4853102,"{'Kevin Conroy': 'Bruce Wayne / Batman (voice)', 'Mark Hamill': 'Jack Napier / The Joker / Red Hood (voice)', 'Tara Strong': 'Barbara Gordon / Batgirl (voice)', 'Ray Wise': 'Commissioner James Gordon (voice)', 'John DiMaggio': 'Francesco (voice)', 'Robin Atkin Downes': 'Detective Harvey Bullock (voice)', 'Brian George': 'Alfred Pennyworth (voice)', 'Nolan North': 'Mitch (voice)', 'Maury Sterling': 'Paris (voice)', 'Fred Tatasciore': 'Carny Owner (voice)', 'Bruce Timm': 'Patrolman (voice)', 'Kari Wahlgren': 'Call Girl (voice)'}",['Sam Liu'],"['Warner Bros. Animation', 'DC Comics', 'DC Entertainment']",3500000,3775000
174,Teen Titans Go! To the Movies,tt7424200,"{'Scott Menville': 'Robin (voice)', 'Khary Payton': 'Cyborg (voice)', 'Tara Strong': 'Raven (voice)', 'Hynden Walch': 'Starfire (voice)', 'Will Arnett': 'Slade (voice)', 'Kristen Bell': 'Jade Wilson (voice)', 'Eric Bauza': ""Aquaman / Stan Lee's Assistant (voice)"", 'Nicolas Cage': 'Superman (voice)', 'Greg Davies': 'Balloon Man (voice)', 'John DiMaggio': 'Guard / Synth Skate Voice (voice)', 'Halsey': 'Wonder Woman (voice)', 'Tom Kenny': 'Machine Voice (voice)', 'Stan Lee': 'Stan Lee (voice)', 'Vanessa Marshall': 'Vault Voice (voice)', 'Phil Morris': 'Red Carpet Announcer / Doomsday Device (voice)', 'Patton Oswalt': 'Atom (voice)', 'Meredith Salenger': 'Supergirl (voice)', 'Fred Tatasciore': 'Jor-El / Security Guard (voice)', 'James Arnold Taylor': 'Fake Slade Actor (voice)', 'Lil Yachty': 'Green Lantern (voice)', 'Wil Wheaton': 'Flash (voice)'}","['Aaron Horvath', 'Peter Rida Michail']","['Warner Bros. Animation', 'DC Entertainment']",10000000,28646544
178,The Powerpuff Girls Movie,tt0289408,"{'Cathy Cavadini': 'Blossom (voice)', 'Tara Strong': 'Bubbles (voice)', 'Elizabeth Daily': 'Buttercup (voice)', 'Roger L. Jackson': 'Mojo Jojo (voice)', 'Tom Kane': 'Professor Utonium (voice)', 'Tom Kenny': 'Mayor / Narrator / Ka-Ching Ka-Ching (voice)', 'Jennifer Hale': 'Ms. Keane (voice)', 'Jeff Bennett': 'Ace / Big Billy / Grubber (voice)', 'Grey DeLisle': 'Linda / Woman at Zoo (voice)', 'Phil LaMarr': 'I.P. Host / Local Anchor (voice)', 'Rob Paulsen': 'Hota Wata / Killa Drilla (voice)', 'Kevin Michael Richardson': 'Rocko Socko / Ojo Tango (voice)', 'Frank Welker': 'Whole Lotta Monkeys (voice)'}",['Craig McCracken'],"['Cartoon Network Studios', 'Village Roadshow Pictures', 'Warner Bros. Pictures']",11000000,16426471
182,Inspector Gadget,tt0141369,"{'Matthew Broderick': 'Inspector Gadget / Robo Gadget / John Brown', 'Rupert Everett': 'Sanford Scolex / Dr. Claw', 'Michelle Trachtenberg': 'Penny', 'Andy Dick': 'Kramer', 'Cheri Oteri': 'Mayor Wilson', 'Mike Hagerty': 'Sikes', 'Dabney Coleman': 'Chief Quimby', 'D.L. Hughley': 'Gadgetmobile (voice)', 'René Auberjonois': 'Artemus Bradford', 'Mr. T': 'Himself', 'Richard Kiel': 'Famous Big Guy with Silver Teeth', 'J.P. Manoux': ""Mayor's Sychophantic Assistant"", 'Brian George': 'Sore Guru', 'Don Adams': 'Brain (voice)'}",['David Kellogg'],"['DiC Entertainment', 'Walt Disney Pictures', 'Caravan Pictures']",75000000,134400000
183,The Avengers,tt0118661,"{'Ralph Fiennes': 'John Steed', 'Uma Thurman': 'Emma Peel', 'Sean Connery': 'Sir August de Wynter', 'Patrick Macnee': 'Invisible Jones (voice)', 'Jim Broadbent': 'Mother', 'Fiona Shaw': 'Father', 'Eddie Izzard': 'Bailey', 'Eileen Atkins': 'Alice', 'John Wood': 'Trubshaw', 'Carmen Ejogo': 'Brenda', 'Keeley Hawes': 'Tamara', 'Christopher Godwin': 'World Council of Ministers'}",['Jeremiah S. Chechik'],"['Jerry Weintraub Productions', 'Warner Bros. Pictures']",60000000,48585416
185,Batman,tt0060153,"{'Adam West': 'Batman / Bruce Wayne', 'Burt Ward': 'Robin / Dick Grayson', 'Lee Meriwether': 'The Catwoman / Kitka', 'Cesar Romero': 'The Joker', 'Burgess Meredith': 'The Penguin', 'Frank Gorshin': 'The Riddler', 'Alan Napier': 'Alfred', 'Madge Blake': 'Aunt Harriet Cooper', 'Leon Alton': 'Official (uncredited)', 'Annette Gorman': 'Teen Girl (uncredited)', 'Julie Gregg': 'Nightclub Singer (uncredited)', 'Harry Lauter': 'Mr. Merrick (uncredited)', 'George J. Lewis': 'Spanish Delegate (uncredited)', 'Murray Pollack': 'Police Officer (uncredited)', 'Arthur Tovey': 'Cop at Press Conference (uncredited)'}",['Leslie H. Martinson'],"['William Dozier Productions', 'Greenway Productions', '20th Century Fox', 'DC Comics']",1377800,3900000
187,Bulletproof Monk,tt0245803,"{'Chow Yun-fat': 'The Nameless Monk', 'Seann William Scott': 'Kar', 'Jaime King': 'Jade', 'Karel Roden': 'Strucker', 'Victoria Smurfit': 'Nina', 'Mako': 'Mr. Kojima', 'Rob Archer': 'Buzz', 'Roger Yuan': 'Master Monk', 'Russell Yuen': 'Brother Tenzin', 'Matt Birman': 'Merc'}",['Paul Hunter'],"['Lakeshore Entertainment', 'Lion Rock Productions', 'Image Comics', 'Metro-Goldwyn-Mayer', 'Mosaic', 'Flypaper Press', 'Cub Five Productions']",52000000,37713879
198,The Crow: City of Angels,tt0115986,"{'Vincent Perez': 'Ashe Corven', 'Mia Kirshner': 'Sarah', 'Iggy Pop': 'Curve', 'Thomas Jane': 'Nemo', 'Richard Brooks': 'Judah Earl', 'Beverley Mitchell': 'Grace'}",['Tim Pope'],"['Dimension Films', 'Miramax', 'Bad Bird Productions', 'Image Comics', 'Jeff Most Productions']",13000000,17917287
200,Batman and Harley Quinn,tt6556890,"{'Kevin Conroy': 'Batman / Bruce Wayne (voice)', 'Melissa Rauch': 'Harley Quinn (voice)', 'Paget Brewster': 'Pamela Isley / Poison Ivy (voice)', 'Kevin Michael Richardson': 'Floronic Man / Jason Woodrue (voice)', 'Eric Bauza': 'Wesley (voice)', 'John DiMaggio': 'Dr. Alec Holland / Swamp Thing (voice) / Sarge Steel (voice)', 'Robin Atkin Downes': 'Rhino (voice)', 'Rob Paulsen': 'Harold Goldblum (voice)', 'Mindy Sterling': 'Project Supervisor (voice)', 'Bruce Timm': 'Booster Gold (voice)'}",['Sam Liu'],"['DC Comics', 'DC Entertainment', 'Warner Bros. Animation']",3500000,39091
213,Underdog,tt0467110,"{'Jason Lee': 'Shoeshine / Underdog (voice)', 'Jim Belushi': 'Dan Unger', 'Patrick Warburton': 'Cad', 'John Slattery': 'Mayor', 'Peter Dinklage': 'Dr. Simon Barsinister', 'Brad Garrett': 'Riff Raff (voice)', 'Taylor Momsen': 'Molly', 'Amy Adams': 'Polly Purebred (voice)', 'Samantha Bee': 'Principal', 'Ezra Buzzington': 'Referee', 'Jay Leno': 'Jay Leno', 'Phil Morris': 'Supershep 1 (voice)', 'Michael Massee': 'Supershep 2 (voice)', 'Cam Clarke': 'Little Brown Dog / Supershep 3 (voice)', 'John DiMaggio': 'Bulldog / Supershep 4 (voice)', 'Danny Mastrogiorgio': 'Crazy Dog (voice)', 'Jess Harnell': 'Astronaut (voice)'}",['Frederik Du Chau'],"['Walt Disney Pictures', 'Classic Media', 'Have No Fear Productions', 'Spyglass Entertainment', 'Maverick Films']",25000000,65270477
215,The Toxic Avenger,tt0090190,"{'Patrick Kilpatrick': 'Leroy', 'Robert Prichard': 'Slug', 'Gary Schneider': 'Bozo', 'Michael Russo': 'Rico', 'Marisa Tomei': 'Health Club Girl (uncredited)'}","['Lloyd Kaufman', 'Michael Herz']",['Troma Entertainment'],475000,800000
216,Justice League: The New Frontier,tt0902272,"{'David Boreanaz': 'Hal Jordan / Green Lantern (voice)', 'Neil Patrick Harris': 'Barry Allen / The Flash (voice)', 'Brooke Shields': 'Carol Ferris (voice)', 'Jeremy Sisto': 'Batman (voice)', 'Kyle MacLachlan': 'Superman (voice)', 'Miguel Ferrer': ""J'onn J'onzz / Martian Manhunter (voice)"", 'Keith David': 'The Centre (voice)', 'Lucy Lawless': 'Wonder Woman (voice)', 'Phil Morris': 'King Faraday (voice)', 'Kyra Sedgwick': 'Lois Lane (voice)', 'Jeff Bennett': 'Sportscaster (voice)', 'Corey Burton': 'Abin Sur (voice)', 'John Heard': 'Ace Morgan', 'Joe Mantegna': 'Crooner'}",['Dave Bullock'],"['Warner Bros. Animation', 'DC Comics']",3500000,5231128
217,Zoom,tt0383060,"{'Tim Allen': 'Jack Sheppard', 'Courteney Cox': 'Marsha Holloway', 'Chevy Chase': 'Dr. Grant', 'Spencer Breslin': 'Tucker Willams / Mega-Boy', 'Kevin Zegers': 'Connor Shepard / Concussion', 'Kate Mara': 'Summer Jones / Wonder', 'Michael Cassidy': 'Dylan West / Houdini', 'Ryan Whitney Newman': 'Cindy Collins / Princess', 'Rip Torn': 'Larraby', 'Thomas F. Wilson': ""Dylan's Teacher"", 'David L. Lander': ""Wendy's Employee"", 'Lauren Sánchez': 'Reporter', 'Willie Garson': 'Dick'}",['Peter Hewitt'],"['Revolution Studios', 'Team Todd', 'Boxing Cat Films', 'Columbia Pictures', 'Sony Pictures']",75600000,12506188
224,Darkman,tt0099365,"{'Liam Neeson': 'Peyton Westlake / Darkman', 'Frances McDormand': 'Julie Hastings', 'Colin Friels': 'Louis Strack Jr.', 'Larry Drake': 'Robert G. Durant', 'Ted Raimi': 'Rick', 'Nicholas Worth': 'Pauly', 'Julius Harris': 'Gravedigger', 'Bridget Hoffman': 'Computer (Voice)', 'John Landis': 'Physician', 'Neal McDonough': 'Dockworker #2', 'Bruce Campbell': 'Final Shemp', 'Jenny Agutter': 'Burn Doctor (uncredited)', 'Ethan Coen': 'Oldsmobile Passenger (uncredited)', 'Joel Coen': 'Oldsmobile Driver (uncredited)'}",['Sam Raimi'],"['Universal Pictures', 'Renaissance Pictures']",16000000,48878502
229,The Shadow,tt0111143,"{'Alec Baldwin': 'Lamont Cranston / The Shadow', 'John Lone': 'Shiwan Khan', 'Penelope Ann Miller': 'Margo Lane', 'Peter Boyle': 'Moe Shrevnitz', 'Ian McKellen': 'Dr. Reinhardt Lane', 'Tim Curry': 'Farley Claymore', 'Jonathan Winters': 'Wainwright Barth', 'James Hong': 'Li Peng', 'Joseph Maher': 'Isaac Newboldt', 'John Kapelos': 'Duke Rollins', 'Max Wright': 'Berger', 'Ethan Phillips': 'Nelson', 'Larry Hankin': 'Taxi Driver', 'Larry Joshua': 'Maxie', 'Al Leong': 'Tibetan Driver', 'Abraham Benrubi': 'Marine Guard', 'Steve Hytner': 'Marine Guard', 'Patrick Fischler': 'Sailor', 'Kate McGregor-Stewart': 'Mrs. Shrevnitz', 'Frank Welker': 'Phurba (voice)', 'James Lew': 'Mongol', 'Nils Allen Stewart': 'Mongol'}",['Russell Mulcahy'],"['Bregman/Baer Productions', 'Universal Pictures']",25000000,48063435
231,Orgazmo,tt0124819,"{'Trey Parker': 'Joe Young / Orgazmo', 'Matt Stone': 'Dave the Lighting Guy', 'Ron Jeremy': 'Clark', 'Chasey Lain': 'Candi', 'Lloyd Kaufman': 'Doctor', 'Jill Kelly': 'Nurse', 'Juli Ashton': 'Saffi', 'Jeanna Fine': 'Special Appearance', 'Melissa Monet': 'Special Appearance'}",['Trey Parker'],"['Kuzui Enterprises', 'Avenging Conscience', 'October Films']",1000000,602302
234,Super,tt1512235,"{'Rainn Wilson': 'Frank Darbo', 'Elliot Page': 'Libby', 'Liv Tyler': 'Sarah', 'Kevin Bacon': 'Jacques', 'Gregg Henry': 'Detective John Felkner', 'Michael Rooker': 'Abe', 'Andre Royo': 'Hamilton', 'Sean Gunn': 'Toby', 'Stephen Blackehart': 'Quill', 'Linda Cardellini': 'Pet Store Employee', 'Nathan Fillion': 'The Holy Avenger', 'James Gunn': 'Demonswill', 'Mikaela Hoover': 'Holly', 'Rob Zombie': 'Voice Of God (voice)', 'Steve Agee': 'Comic Book Store Jerk', 'Zach Gilford': 'Jerry', 'Lloyd Kaufman': '911 Man', 'William Katt': 'Sgt. Fitzgibbon'}",['James Gunn'],"['This Is That Productions', 'Ambush Entertainment', 'Crimson Bolt']",2500000,324138
235,The Rocketeer,tt0102803,"{'Billy Campbell': 'Cliff Secord', 'Jennifer Connelly': 'Jenny Blake', 'Alan Arkin': ""A. 'Peevy' Peabody"", 'Timothy Dalton': 'Neville Sinclair', 'Paul Sorvino': 'Eddie Valentine', ""Terry O'Quinn"": 'Howard Hughes', 'Ed Lauter': 'Fitch', 'William Sanderson': 'Skeets', 'Margo Martindale': 'Millie', 'Clint Howard': 'Mark', 'William Boyett': 'Government Liaison', 'William Frankfather': 'Government Liaison', 'Melora Hardin': 'South Seas Singer', 'Dick Warlock': 'FBI Agent', 'David Pressman': 'Hospital Guard', 'Chance Michael Corbitt': 'Newspaper Kid', 'Tiny Ron': 'Lothar / Good Old Boy', 'Robert Miranda': 'Spanish Johnny', 'Nada Despotovich': 'Irma'}",['Joe Johnston'],"['Walt Disney Pictures', 'Gordon Company', 'Dark Horse Entertainment', 'Silver Screen Partners IV']",42000000,46704056
243,Mystery Men,tt0132347,"{'Hank Azaria': 'Blue Raja', 'Janeane Garofalo': 'Bowler', 'William H. Macy': 'Shoveler', 'Kel Mitchell': 'Invisible Boy', 'Paul Reubens': 'Spleen', 'Ben Stiller': 'Furious', 'Wes Studi': 'Sphinx', 'Greg Kinnear': 'Captain Amazing', 'Geoffrey Rush': 'Casanova Frankenstein', 'Lena Olin': 'Dr. Anabel Leek', 'Eddie Izzard': 'Tony P', 'Artie Lange': 'Big Red', 'Claire Forlani': 'Monica', 'Ricky Jay': 'Vic Weems', 'Jenifer Lewis': 'Lucille', 'Ned Bellamy': 'Funk', 'Corbin Bleu': 'Butch', 'Philip Bolden': 'Roland', 'Monet Mazur': 'Becky Beaner', 'Joel McCrary': 'McGuire', 'Michael Bay': 'Frat Boy', 'Cee Lo Green': 'Rapper', 'Michael Chieffo': 'Suit', 'Sung Kang': 'Susie', 'Stacey Travis': 'Powerwoman', 'Jack Plotnick': 'Mr. Pups', 'Dane Cook': 'The Waffler', 'Doug Jones': 'Pencilhead'}",['Kinka Usher'],"['Universal Pictures', 'Golar Productions', 'Dark Horse Entertainment']",68000000,29762011
247,League of Gods,tt5481184,"{'Jet Li': 'Jiang Ziya', 'Fan Bingbing': 'Daji', 'Huang Xiaoming': 'Yang Jian', 'Louis Koo': 'General Leopard (Mahamayuri)', 'AngelaBaby': 'Blue Butterfly', 'Tony Leung Ka-fai': 'King Zhou of Shang', 'Andy On': 'Ji Fa', 'Xu Qing': 'Taiyi', 'Waise Lee Chi-Hung': 'Dragon King', 'Jordan Chan': 'Invisible Tribe Leader'}",['Koan Hui'],"['China Star Entertainment', 'Huayi Brothers Pictures']",38000000,43300000
258,The Meteor Man,tt0107563,"{'Robert Townsend': 'Jefferson Reed', 'Marla Gibbs': 'Mrs. Reed', 'Eddie Griffin': 'Michael', 'Robert Guillaume': 'Ted Reed', 'James Earl Jones': 'Earnest Moses', 'Don Cheadle': 'Goldilocks', 'Sinbad': ""Malik, Stacy's Boyfriend"", 'Frank Gorshin': 'Byers the Mobster', 'Bill Cosby': 'Marvin', 'Chris Tucker': 'Mall MC', 'Wallace Shawn': 'Mr. Little', 'John Witherspoon': 'Clarence James Carter III', 'Tommy Lister Jr.': 'Digit', 'Jenifer Lewis': 'Mrs. Williams', 'Beverly Johnson': 'Doctor', 'Lela Rochon': 'Vanessa', 'Charlayne Woodard': 'Janice Farrell', 'Faizon Love': 'Maurice'}",['Robert Townsend'],"['Tinsel Townsend', 'Metro-Goldwyn-Mayer']",20000000,8016708
263,Lucky Luke,tt1235536,"{'Jean Dujardin': 'Lucky Luke', 'Alexandra Lamy': 'Belle', 'Chloé Jouannet': 'Eleanor', 'Gabriel Corrado': ""Luke's Father""}",['James Huth'],"['Angoa-Agicoa', 'UGC YM', 'Captain Movies', 'CinéCinéma', 'PROCIREP', 'Canal+', 'France 3 Cinéma', 'France 2 Cinéma', 'Union Générale Cinématographique (UGC)']",27000000,17854472
265,Pad Man,tt7218518,"{'Akshay Kumar': 'Lakshmikant Chauhan', 'Amitabh Bachchan': 'Self'}",['R. Balki'],"['KriArj Entertainment', 'Hari Om Entertainment', 'Columbia Pictures', 'Sony Pictures Films India', 'Sony Pictures International Productions']",10000000,23000000
270,Digimon: The Movie,tt0259974,"{'Lara Jill Miller': 'Kari / Young Kari (voice)', ""Colleen O'Shaughnessey"": 'Sora / Male Student (voice)', 'Mona Marshall': 'Izzy / Terriermon (voice)', 'Ralph Garman': 'Newsman (voice)', 'Steve Blum': 'Computer Voice 1 / Poromon / Flamedramon / Raidramon / Magnamon (voice)'}","['Mamoru Hosoda', 'Shigeyasu Yamauchi']","['Saban Entertainment', 'Toei Company', 'Fox Family Films', 'Toei Animation']",5500000,16600000
272,Steel,tt0120207,"{""Shaquille O'Neal"": 'John Henry Irons / Steel', 'Annabeth Gish': 'Sparky', 'Richard Roundtree': 'Uncle Joe', 'Judd Nelson': 'Nathaniel Burke', 'Irma P. Hall': 'Grandma Odessa', 'Ray J': 'Martin', 'Charles Napier': 'Col. David', 'Thom Barry': 'Sgt. Marcus', 'Gary Graham': 'Detective', 'Hill Harper': 'Slats', 'John Hawkes': 'Mugger', 'Rick Worthy': 'SWAT Man'}",['Kenneth Johnson'],"['Quincy Jones-David Salzman Entertainment', 'Warner Bros. Pictures', 'DC Comics']",16000000,1686429
273,Defendor,tt1303828,"{'Woody Harrelson': 'Arthur Poppington / Defendor', 'Kat Dennings': 'Katrina Debrofkowitz', 'Elias Koteas': 'Chuck Dooney', 'Sandra Oh': 'Dr. Park', 'Clark Johnson': 'Roger Fairbanks', 'Michael Kelly': 'Paul Carter', 'Kristin Booth': 'Wendy Carter', 'Lisa Ray': 'Dominique Ball', 'A.C. Peterson': 'Radovan Kristic', 'Tony Nappo': 'Biker Cliff', 'Charlotte Sullivan': 'Poppington', 'Tatiana Maslany': 'Olga', 'James Preston Rogers': 'Biker Bob', 'Lyriq Bent': 'Wayne', 'Peter Stebbings': 'Doctor', 'Dakota Goyo': 'Jack Carter - 9'}",['Peter Stebbings'],"['Alliance Films', 'Darius Films', 'Insight Film Releasing']",3500000,44462
278,Superlopez,tt4110388,"{'Dani Rovira': 'Juan López / Superlópez', 'Maribel Verdú': 'Agatha', 'Pedro Casablanc': 'Juan López (Padre)'}",['Javier Ruiz Caldera'],"['Zeta Cinema', 'Telecinco Cinema', 'La Gran Superproducción', 'Movistar+', 'Mogambo Films']",5200000,12496155
283,The Wolverine,tt1430132,"{'Hugh Jackman': 'Logan / Wolverine', 'Tao Okamoto': 'Mariko Yashida / Scarlet Samurai', 'Rila Fukushima': 'Yukio / Pinkie Pie', 'Hal Yamanouchi': 'Ichiro Yashida / Silver Samurai', 'Hiroyuki Sanada': 'Shingen Harada / Lord Shingen', 'Svetlana Khodchenkova': 'Madame Hydra / Viper', 'Will Yun Lee': 'Harada', 'Brian Tee': 'Noburo Mori', 'Ken Yamamura': 'Young Yashida', 'Famke Janssen': 'Jean Grey', 'Tess Haubrich': 'Cashier', 'Patrick Stewart': 'Charles Xavier / Professor X (uncredited)', 'Ian McKellen': 'Erik Lehnsherr / Magneto (uncredited)'}",['James Mangold'],"[""The Donners' Company"", '20th Century Fox']",120000000,415440673
312,Star Kid,tt0120478,"{'Joseph Mazzello': 'Spencer Griffith', 'Corinne Bohrer': 'Janet Holloway', 'Jack McGee': 'Hank Bruntley', 'Danny Masterson': ""Kevin, Stacey's Boyfriend"", 'Yumi Adachi': 'Mika'}",['Manny Coto'],"['Trimark Pictures', 'Manny Coto Productions']",12000000,7000000
340,Bling,tt5161658,"{'Taylor Kitsch': 'Sam (voice)', 'Jennette McCurdy': 'Sue (voice)', 'Carla Gugino': 'Catherine (voice)', 'James Woods': 'Victor (voice)', 'Tom Green': 'Okra (voice)', 'Jon Heder': 'Wilmer (voice)', 'Jason Mewes': 'Kit (voice)', 'Jim Breuer': 'Mr.Glump (voice)', 'Phil LaMarr': 'Additional Voices (voice)', 'Phil Morris': 'Additional Voices (voice)'}",['Kyung Ho Lee'],"['Digiart Productions', 'Digital Idea']",15000000,1404291
360,Special,tt0479162,"{'Michael Rapaport': 'Les Franken', 'Paul Blackthorne': 'Jonas Exiler', 'Josh Peck': 'Joey', 'Robert Baker': 'Everett', 'Jack Kehler': 'Dr. Dobson', 'Alexandra Holden': 'Maggie', 'Ian Bohen': 'Ted Exiler', 'Erich Anderson': 'Newscaster'}","['Hal Haberman', 'Jeremy Passmore']",['Rival Pictures'],1000000,7202
382,X-Men Origins: Wolverine,tt0458525,"{'Hugh Jackman': 'Logan / Wolverine', 'Liev Schreiber': 'Victor Creed', 'Danny Huston': 'Stryker', 'Lynn Collins': 'Kayla Silverfox', 'Kevin Durand': 'Fred Dukes', 'Dominic Monaghan': 'Bradley', 'Taylor Kitsch': 'Remy LeBeau', 'Daniel Henney': 'Agent Zero', 'Ryan Reynolds': 'Wade Wilson', 'Julia Blake': 'Heather Hudson', 'Troye Sivan': 'James', ""Peter O'Brien"": 'John Howlett', 'Adelaide Clemens': 'Carnival Girl', 'Matthew Dale': 'Surgeon', 'Asher Keddie': 'Dr. Carol Frost', 'Hakeem Kae-Kazim': 'African Businessman', 'Alison Araya': 'Teacher', 'Byron Chief-Moon': 'Hunter #2', 'Mike Dopud': 'Vietnam Army Officer', 'Elizabeth Thai': 'Vietnamese Woman', 'Scott Adkins': 'Weapon XI', 'Patrick Stewart': 'Charles Xavier / Professor X (uncredited)'}",['Gavin Hood'],"[""The Donners' Company"", 'Seed Productions', '20th Century Fox']",150000000,373062864
539,X-Men: First Class,tt1270798,"{'James McAvoy': 'Charles Xavier / Professor X', 'Michael Fassbender': 'Erik Lehnsherr / Magneto', 'Kevin Bacon': 'Sebastian Shaw / Black King', 'Rose Byrne': 'Moira MacTaggert', 'Jennifer Lawrence': 'Raven Darkholme / Mystique', 'Nicholas Hoult': 'Hank McCoy / Beast', 'Lucas Till': 'Alex Summers / Havok', 'January Jones': 'Emma Frost / White Queen', 'Jason Flemyng': 'Azazel', 'Caleb Landry Jones': 'Sean Cassidy / Banshee', 'Zoë Kravitz': 'Angel Salvadore / Tempest', 'Edi Gathegi': 'Armando Muñoz / Darwin', 'Álex González': 'Janos Quested / Riptide', 'Oliver Platt': 'Man in Black Suit', 'Matt Craven': 'CIA Director McCone', 'Bill Milner': 'Young Erik', 'Morgan Lily': 'Young Raven (10 yrs)', 'Beth Goddard': 'Mrs. Xavier', 'Corey Johnson': 'Chief Warden', 'Glenn Morshower': 'Colonel Hendry', 'James Remar': 'US General', 'Rade Šerbedžija': 'Russian General', 'Ray Wise': 'Secretary of State', 'Olek Krupa': 'Soviet Captain', 'James Faulkner': 'Swiss Bank Manager', 'Annabelle Wallis': 'Co-Ed', 'Sasha Pieterse': 'Teenage Girl', 'Brendan Fehr': 'Communications Officer', 'Michael Ironside': 'Captain', 'Jason Beghe': 'XO', 'Tony Curran': 'Man In Black Suit Agent', 'Randall Batinkoff': 'Man In Black Suit Agent', 'Hugh Jackman': 'Logan / Wolverine (uncredited)', 'Rebecca Romijn': 'Mystique - Older (uncredited)'}",['Matthew Vaughn'],"[""The Donners' Company"", 'Bad Hat Harry Productions', '20th Century Fox']",160000000,353624124
